2;Мой принтер печатает испачканные / искаженные страницы?
2;Срок действия пароля MySpace истек
2;Для нового участника необходима новая учетная запись.
2;На мониторе ничего не отображается?
2;Система зависает
2;Рабочий стол не работает
2;Срок действия пароля истек.
2;Система зависает с синим экраном при запуске
2;Что мне делать система виснет
3;Что мне делать не работает принтер
2;Что мне делать мышь виснет 
2;Что такое пишет заражен вирусом?
2;требуется доступ к Wi-Fi.
2;Вам нужно разрешение на доступ к ноутбуку через Wi-Fi
2;для нового участника требуется новая учетная запись.
2;Разрешены ли пробелы в адресах электронной почты?
2;Может ли вирус повредить компьютерное оборудование?
2;Создайте новую учетную запись и поделитесь именем пользователя и паролем
2;не могу авторизоваться Проблема входа в почту
2;Учитывая проблему с сетью / Интернетом с Wi-Fi
3;Как я могу поменять клавиатуру?
2;Как я могу восстановить файл из корзины?
2;Как я могу обновить свой компьютер с Microsoft Windows?
2;Как удалить интернет-файлы cookie?
2;Как мне найти имя моего компьютера?
2;Как мне найти IP моего компьютера?
2;Как мне найти mac имя моего компьютера?
2;Как мне войти в безопасный режим?
2;Как подключить сетевой диск?
2;Я больше не могу подключиться к своему сетевому диску.
2;Я не могу удалить файл
2;Я не могу получать вложения электронной почты.
2;Я не могу отправлять или получать электронные письма.
2;Установите базу данных Postgres на моем компьютере
2;Учетные данные для входа не работают.
3;Мой компьютер не включается?
3;Мой компьютер зависает или ведет себя странно?
3;компьютер не включается. Что мне теперь делать?
3;интернет не работает
3;Мой принтер печатает размазанные / искаженные страницы?
2;Истечение срока действия пароля MySpace
2;Подключение к Интернету невозможно
2;На мониторе ничего не отображается?
2;Срок действия пароля истек.
2;Требуется разрешение доступа Wi-Fi к ноутбуку:
2;Система показывает синий экран при запуске
2;Рабочий стол не работает
2;Система зависает при запуске с синим экраном
2;Что мне делать, забыл пароль
2;Что мне делать, не вспомню пароль
2;Что мне делать, если удалил нужный файл
2;Что такое требуется доступ к папке?
2;Требуется доступ к Wi-Fi.
2;Создайте новую учетную запись и поделитесь именем пользователя и паролем
2;Проблема входа в корпоративную почту
2;Учетные данные для входа не работают.
2;Для нового участника требуется новая учетная запись.
2;Требуется разрешение доступа Wi-Fi к ноутбуку:
2;Необходим доступ к Wi-Fi.
2;Установите базу данных postgres на мой компьютер
2;Система показывает синий экран при запуске
2;Рабочий стол не работает
2;Мой интернет не работает
2;Система зависает с синим экраном при запуске
2;Не удается подключиться к Интернету
2;Проблема с сетью/Интернетом с Wi-Fi
2;Истечение срока действия пароля MySpace
2;Срок действия пароля истек, как поступить.
2;Допускаются ли пробелы в адресах электронной почты?
2;Может ли вирус повредить компьютерное оборудование?
2;Как я могу очистить клавиатуру?
2;Как я могу восстановить файл из корзины?
2;Как я могу обновить свой компьютер с Microsoft Windows?
2;Как удалить файлы cookie Интернета?
2;Как я могу определить имя своего компьютера?
2;Как перейти в безопасный режим?
2;Как отключить сетевой диск?
2;Я не могу отправлять или получать электронную почту?
2;Я больше не могу подключиться к своему сетевому диску?
2;Я не могу удалить файл
2;Я не могу получать вложения электронной почты?
2;Если я отформатирую или сотру свой жесткий диск, как мне восстановить данные?
3;Мой компьютер не включается?
3;Мой компьютер зависает или ведет себя странно?
3;Мой принтер печатает смазанные/искаженные страницы?
2;На мониторе ничего не отображается?
2;Что мне делать, я потерял пароль
2;Что мне делать, не могу вспомнить пароль от зума
2;Что мне делать, если выбрасывает с конференции 
2;как подключиться к конференции, пишет недоступно?
2;Для нового клиента требуется новая учетная запись.
2;Разрешены ли пробелы в адресах электронной почты?
2;Может ли вирус повредить компьютерное оборудование?
2;Не удается подключиться к Интернету
2;Создайте новую учетную запись и поделитесь именем пользователя и паролем
2;Проблема с подключением принтера
2;У меня проблема с сетью, нет интернета с Wi-Fi точки
2;Как я могу почистить сетевой диск?
2;Как я могу определить имя моей сетевой папки?
2;Как я могу войти в безопасный режим?
2;Как я могу восстановить файл ,если я его вчера удалил?
2;Как я могу обновить свой компьютер с Microsoft Windows на 11 версию?
2;Как удалить файлы cookie в Интернете?
2;Как открыть сетевой диск?
2;Я больше не могу подключиться к сетевому диску?
2;Я не могу удалить файл
2;Я не могу получать вложения?
2;Я не могу отправлять или получать электронную почту?
2;Установите базу данных postgres на моем компьютере
2;Учетные данные для входа не работают.
2;Мой интернет не работает
3;мой компьютер не включается?
2;Мой компьютер зависает или ведет себя странно?
3;Мой принтер печатает страницы в неправильной кодировке?
2;Срок действия пароля корпоративной почты
2;Требуется авторизация доступа Wi-Fi к ноутбуку
3;на мониторе ничего не отображается?
2;Срок действия пароля истек.
2;Система показывает синий экран при запуске
2;Офис не работает, не открывает вордовский файл
3;Система зависает с синим экраном при запуске
2;Что делать, если забыл ссылку на общий диск
2;Требуется доступ к Wi-Fi.
2;Разрешены ли пробелы в адресах электронной почты?
2;Может ли вирус повредить компьютерное оборудование?
2;Не удается подключиться к Интернету
2;Создайте новую учетную запись и поделитесь именем пользователя и паролем
2;FW: Проблема с входом в Myspace - Аня
2;Столкнувшись с проблемой сети / интернета с Wi-Fi xwq090
2;Как я могу почистить клавиатуру?
2;Как я могу восстановить файл из корзины?
2;Как я могу обновить свой компьютер с помощью Microsoft Windows?
2;Как мне удалить файлы cookie Интернета?
2;Как мне определить имя моего компьютера?
2;Как мне войти в безопасный режим?
2;Как мне сопоставить сетевой диск?
2;Я больше не могу подключиться к сетевому диску?
2;Я не могу удалить файл
2;Я не могу получить вложения электронной почты?
2;Я не могу отправлять или получать электронные письма?
2;Установите базу данных postgres на моей машине
2;Учетные данные для входа не работают.
2;Мой интернет не работает
2;Мой компьютер не включается?
2;Мой компьютер зависает или ведет себя странно:
2;Мой принтер печатает испачканные / искаженные страницы?
2;Срок действия пароля MySpace истек
2;Для нового участника необходима новая учетная запись.
2;На мониторе ничего не отображается?
2;Система
2;Рабочий стол не работает
2;Срок действия пароля истек.
2;Система зависает с синим экраном при запуске
2;Что мне делать, потерял пароль от блак борда
2;Что мне делать, не могу вспомнить пароль
2;Что мне делать если не включается сеть
2;требуется доступ к Wi-Fi.
2;Вам нужно разрешение на доступ к ноутбуку через Wi-Fi
2;для нового участника требуется новая учетная запись.
2;Разрешены ли пробелы в адресах электронной почты?
2;Может ли вирус повредить компьютерное оборудование?
2;Создайте новую учетную запись и поделитесь именем пользователя и паролем
2;FW: Проблема входа в Myspace - Ania
2;Учитывая проблему с сетью / Интернетом с Wi-Fi
2;Как я могу почистить клавиатуру?
2;Как я могу восстановить файл из корзины?
2;Как удалить интернет-файлы cookie?
2;Как мне найти имя моего компьютера?
2;Как мне войти в безопасный режим?
2;Как сопоставить сетевой диск?
2;Я больше не могу подключиться к своему сетевому диску.
2;Я не могу удалить файл
2;Я не могу получать вложения электронной почты.
2;Я не могу отправлять или получать электронные письма.
2;Установите базу данных Postgres на моем компьютере
2;Учетные данные для входа не работают.
2;Мой компьютер не включается?
2;Мой компьютер зависает или ведет себя странно?
2;Мой компьютер не включается. Что мне теперь делать?
2;Мой интернет не работает
2;Мой принтер печатает размазанные / искаженные страницы?
2;Истечение срока действия пароля MySpace
2;Подключение к Интернету невозможно
2;На мониторе ничего не отображается?
2;Срок действия пароля истек.
2;Требуется разрешение доступа Wi-Fi к ноутбуку:
2;Система показывает синий экран при запуске
2;Рабочий стол не работает
2;Система зависает при запуске с синим экраном
2;Требуется доступ к Wi-Fi.
1;Запрос на добавление функционала (представьте, что вам чего-то не хватает в ПО и вы пишете в службу поддержки, например, добавьте кнопку для чего-то...)
1;Здравствуйте, в вашей программе не хватает красной кнопки, я был бы рад если бы вы добавили её в новом обновлении.
1;1)Добавить кнопку библиотеки, чтобы в ней указывались ссылки на используемые в институте ЭБС.Добавить функцию с обучающими инструкциями по использованию BlackBoard
1;Добрый день, прошу добавить функцию привязки программы к сторонним аккаунтам, для удобного входа, например через ВК, Инстаграм и т.д
1;Измените дизайн и компоновку элементов на страницах.
1;Добавьте кнопку на вывод всей информации из бд
1;Добавьте кнопку "Присутствие на занятии"
1;Добавьте кнопку "Отзывы" чтобы было круто
1;Добавьте сохраните нескольких профилей
1;Добавить кнопку для перемещения информации
1;Не грузит сайт, когда заходит много народу
1;Если я пересылаю сообщение в дисциплине(допустим программирование)то оно дает возможность выбора в какую дисциплину мне переслать сообщения, но это очевидно что я хочу перестать сообщение в туже дисциплину. Почему нельзя автоматически пересылать сообщение в ту же дисциплину и при желании человека поменять его. 
1;Для быстрой связи с тех. поддержкой на главном экране госсуслуг
1;В программе  не хватает аудио-видео связи
1;Добавьте меню «Долги»
1;Прибольшом количестве, сайт не грузит
1;Добавьте гипперссылки в текст
1;Здравствуйте. Крайне не доволен работоспособностью сайта. Прошу Вас добавить тех. поддержку для обращения. 
1;Добавьте функцию удаления старых записей до определённой даты
1;Добавьте кнопку возврата домой
1;При вызове формы запроса пароля отсутствует кнопка 
1;Добавьте возможность выбора учетных записей при вводе пароля
1;Хочу удалять негативные отзывы, надо добавить ....ну пожалуйста
1;Добавьте пожалуйста функцию удаления текущего состояния задачи
1;Хотелось бы чтобы была добавлена кнопка быстрого сохранения проделанной работы
1;Добавьте кнопку сообщений на главном экране
1;Нужна кнопка вернутся обратно.
1;Кнопка отмены отправки сообщения 
1;Добрый день, очень давно пользуюсь вашем приложением для чтения новостей, при просмотре новостной ленты не хватает сортировки по времени, чтобы снова не попадать на старые статьи. 
1;Пользуюсь вашей программой давно . Но в  основном для создания своих значков для видео на ютуб . Могу ли я попросить добавить возможность переключать интерфейс?
1;Мне не хватает кнопки быстрого перемещения по предметам
1;Добрый день, не хватает кнопки для перехода на главную страницу, постоянно приходиться кликать назад, могли бы вы реализовать данную функцию?
1;Было бы неплохо добавить кнопку настройки программы.
1;Хочу возможность открыть программу полноэкранно, нажав F11.
1;Хотелось бы изменить интерфейс, добавить тона, как то скучно, надеюсь что то изменится
1;Добавьте кнопку для просмотра расписания на этой недели.
1;Добавьте бесполезное разделение экрана.
1;Здравствуйте, добавьте отдельную вкладку под аудио-сообщение
1;Здравствуйте, добавьте иврит в список доступных языков 
1;Хотелось бы добавить онлайн менеджера, чтобы не тратить время на получение ответа
1;Добавок кнопку отображения чата. 
1;Здраствуйте, добавьте пожалуйста возможность связаться с администрацией ПО
1;Не хватает кнопки сменить пользователя. 
1;Добавьте кнопку для отмены действия 
1;Прошу добавить постраничную навигацию, для того чтобы было более удобно работать с информацией. 
1;Добавьте кнопку получения доступа 
1;Добавьте возможность авторизации с мобильных устройств без перехода на мобильную версию
1;Прош удобавить график успеваемости для анализа данных
1;не видно ответов отдельных учеников, надо добавить возможность просмотра 
