2;Нужно поменять фон рабочего стола на рабочем компьютере
2;Нужно изменить имя пользователя на новом компьютере
2;Нужно восстановить пароль от учтённой записи на рабочем компьютере
2;Нужно устранить шум из системного блока
2;Нужно решить проблему с нагрузкой на жёсткий диск
2;Нужно ускорить быстродействие запуска системы
2;Нужно сохранить резервную копию системы на случай фатальной ошибки
2;Нужно поменять пароль Wi-Fi
2;Необходимо пройти тест на психологическое самочувствие
2;Нужно сменить пароль учетной записи
2;Необходимо переустановить программу
2;Не удается авторизоваться на сайте
2;Как мне поменять пароль, если я потерял доступ к номеру телефона?
2;Нужно изменить учетные данные аккаунта
2;Необходимо создать новую учетную запись
2;Нужно добавить некоторые данные в учетную запись
2;Надо пройти тест на профориентацию 
2;Необходимо взломать программу и продлить пробный период
2;Не запускается средство диагностики сети
2;Добрый день! Не открывается файл, который был мне прислан.
2;Здравствуйте! Не открывается сообщение, которое было мне прислано.
2;Добрый вечер! Не могу войти на свою страну в бб.
2;Здравствуйте! Не заграждается картинка.
2;Здравствуйте! Не открывается моя страница с личными данными.
2;Некорректная работа службы по смене пароля
2;Восстановление авторизации при вылете
2;Не приходят коды подтверждения 
2;Добавление возможности аутентификации по почте и по логину
2;Не включается программа из-за ошибки 449
2;Функция восстановление пароль, хотя бы по паспорту или тд 
2;Добрый вечер! Долго заграждается ссылка или выдаёт ошибку.
2;Не открывается документ
2;не подключается к сети
2;Надо поменять имя 
2;Здравствуйте! Не открывается моя личная страница.
2;измените информацию об аккаунте
2;Надо сменить логин
2;Автоматически устранять ошибки при их выявлении.
2;После обновления приложения не заходит в личный кабинет
2;не работает клавиатура 
2;не подключается к серверу
2;При принятии видеозвонка ничего не происходит, черный экран и отсутствие звука
2;Не открывается окно настроек в Linux
2;Обновление пароля от личного кабинета каждые 14 дней
2;Кнопка быстрого заполнения форм для однообразных полей
2;Некоторые функции чата недоступны.
2;Сменить логин или почту аккаунта
2;Не работают видеозвонки в приложении,звук есть,а видео отсутствует 
2;надо сменить фотографию 
2;Не логинится в приложение
2;Ошибка доступа к приложению
2;Не работают аудиозвонки в приложении
2;Проверьте работоспособность приложения
2;Проверьте работоспособность сайта
2;При видеозвонке черный экран, но есть звук, решите проблему
2;проблемы с оплатой
2;перезагружается программа
2;не запускается приложение
2;верните деньги за приложение
2;не запускается сервер
2;надо сменить аватар
2;забыл пароль
2;Надо сменить пол
2;не запускается видео
2;не работает обратная связь
2;не открываться меню
2;Личный профиль с более удобным интерфейсом 
2;Быстрый запуск нужных для работы программ во время запуска системы.
2;Забыл пароль и секретные вопросы от компьютера, имя компьютера: Котяра MAC:50:46:5D:6E:8C:20
2;При запуске программы visual studio происходит вылет с выдачей ошибки:DLL не удалось зарегистрировать
2;Программа fasm assambler работает не корректно, частые вылеты без ошибок.
2;Установленный менеджер на компьютере часто вылетает, а так же зависает.
2;При запуске adobe photoshop выходит: запуск программы не возможен, она уже открыта.
2;Забыл пароль от своего пк так же как и секретный вопрос, просьба помочь со сменой пароль.
2;При запуске программы выходит ошибка, Dll файл не найден
2;Подключение к роутеру не возможно ,пишет что введет не верный пароль 
2;как поменять разрешение скачиваемого изображения?
2;как отключить рекламу на всех сайтах, она уже везде?
2;как убавить громкость видео, не могу найти ползунок для этого
2;как посмотреть историю посещённых мною страниц и сайтов?
2;где мне посмотреть все скаченные мною файлы?
2;я случайно выключил звук на вкладке, как его вернуть?
2;как я могу добавить сайт в панель быстрого доступа?
2;у меня сбилось время на компьютере, как это исправить?
2;как мне войти на свой аккаунт, если он заблокирован?
2;Мне нужно сменить информацию о себе
2;Хочу сменить свой пароль
2;Не могу запустить главное меню
2;Поменять личные данные
2;У меня не запускается настройка сайта
2;Не могу запустить онлайн конференцию
2;Не  отображается личная информация
2;Не могу запустить обновление данных аккаунта
2;Не могу в нести данные в личный кабинет 
2;Не могу запустить раздел оценками
2;Не могу скопировать и оправить адрес сайта
2;Не отправляется сообщение 
2;Мне нужно поменять имя в аккаунте
2;На сайте не запускается видео
2;Надо внести изменения в данные
2;Не могу изменить данные своих курсов
2;ОШИБКА ПРИ ЗАПУСКЕ ПРИЛОЖЕНИЯ 0XC000007B 
2;Здравствуйте, удалите пожалуйста дубли моего аккаунта, так получилось что я зарегистрировался в приложении пару раз, потому что забыл пароль.  
2;Здравствуйте, мой аккаунт не подключен к системе электронных библиотек, подключите пожалуйста 
2;В группе стоит запрет на сообщения и обмен документами, прошу снять запрет
2;Прошу в целях безопасности обновлять пароли для всех аккаунтов компании каждые 3 месяца
